School Year,County,District,School Name,BEDS Code,Grade Organization,Need/Resource Category,School Type,Enrollment,Homicide With Weapon(s),Homicide Without Weapon(s),Forcible Sex Offenses With Weapon(s),Forcible Sex Offenses Without Weapon(s),Other Sex Offenses With Weapon(s),Other Sex Offenses Without Weapon(s),Robbery With Weapon(s),Robbery Without Weapon(s),Assault With Serious Physical Injury With Weapon(s),Assault With Serious Physical Injury Without Weapon(s),Arson With Weapon(s),Kidnapping With Weapon(s),Kidnapping Without Weapon(s),Assault with Physical Injury With Weapon(s),Assault with Physical Injury Without Weapon(s),Reckless Endangerment With Weapon(s),Reckless Endangerment Without Weapon(s),Minor Altercations With Weapon(s),Minor Altercations Without Weapon(s),"Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)",Burglary With Weapon(s),Burglary Without Weapon(s),Criminal Mischief With Weapon(s),Criminal Mischief Without Weapon(s),"Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)",Bomb Threat,False Alarm,Riot With Weapon(s),Riot Without Weapon(s),Weapon PossessionThrough Screening,Weapon Possession Under Other Circumstances,Drug Possession,Alcohol Possession,Other Disruptive
2011-2012,MANHATTAN,New York City Geographic District # 2,HUMANITIES PREPARATORY ACADEMY,310200011605,Senior High,New York City,Public,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-2012,MANHATTAN,New York City Geographic District # 2,INDEPENDENCE HIGH SCHOOL,310200011544,Senior High,New York City,Public,392,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13
2011-2012,MANHATTAN,New York City Geographic District # 2,INSTITUTE FOR COLLABORATIVE EDUCATION,310200011407,Junior Senior School,New York City,Public,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-2012,MANHATTAN,New York City Geographic District # 2,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,310200011438,Senior High,New York City,Public,175,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,6,1,3,0,0,0,1,0,0,0,1,0,0,0,0,2,0,25
2011-2012,MANHATTAN,New York City Geographic District # 2,IS 289,310200010289,Middle School,New York City,Public,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2011-2012,MANHATTAN,New York City Geographic District # 2,JACQUELINE KENNEDY-ONASSIS HIGH SCHOOL ,310200011529,Senior High,New York City,Public,721,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,2,0,18,0,10,0,0,0,2,0,1,0,0,0,0,0,3,2,0,79
2011-2012,MANHATTAN,New York City Geographic District # 2,JAMES BALDWIN SCHOOL-A SCHOOL FOR EXPEDITIONARY LRNING,310200011313,Senior High,New York City,Public,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2011-2012,MANHATTAN,New York City Geographic District # 2,JHS 104 SIMON BARUCH ,310200010104,Middle School,New York City,Public,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,5
2011-2012,MANHATTAN,New York City Geographic District # 2,JHS 167 ROBERT F WAGNER,310200010167,Middle School,New York City,Public,1243,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,1,3,5,27,0,7,0,0,0,7,0,1,0,0,0,0,0,6,2,0,41
2011-2012,MANHATTAN,New York City Geographic District # 2,LANDMARK HIGH SCHOOL,310200011419,Senior High,New York City,Public,413,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
2011-2012,MANHATTAN,New York City Geographic District # 2,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,310200011425,Senior High,New York City,Public,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,27,1,13,0,0,0,5,0,5,0,0,0,0,0,4,4,0,88
2011-2012,MANHATTAN,New York City Geographic District # 2,LEGACY SCHOOL FOR INTEGRATED STUDIES,310200011429,Senior High,New York City,Public,300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,7,0,4,0,0,0,0,0,2,0,0,0,0,0,3,0,0,5
2011-2012,MANHATTAN,New York City Geographic District # 2,LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,310200011550,Senior High,New York City,Public,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,MANHATTAN,New York City Geographic District # 2,LIFE SCIENCES SECONDARY SCHOOL,310200011655,Junior Senior School,New York City,Public,717,0,0,0,0,0,2,0,0,0,1,1,0,0,1,7,0,0,1,7,0,2,0,0,0,0,0,1,1,0,0,0,0,3,2,0,1
2011-2012,MANHATTAN,New York City Geographic District # 2,LOWER MANHATTAN ARTS ACADEMY,310200011308,Senior High,New York City,Public,336,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,12,0,4,0,0,0,3,0,2,0,0,0,0,0,2,0,0,8
2011-2012,MANHATTAN,New York City Geographic District # 2,LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL,310200010896,Middle School,New York City,Public,289,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2011-2012,MANHATTAN,New York City Geographic District # 2,MANHATTAN ACADEMY FOR ARTS AND LANGUAGES,310200011427,Senior High,New York City,Public,177,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,17,0,8,0,0,0,1,0,3,0,0,0,0,1,1,0,1,25
2011-2012,MANHATTAN,New York City Geographic District # 2,MANHATTAN BRIDGES HIGH SCHOOL,310200011542,Senior High,New York City,Public,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-2012,MANHATTAN,New York City Geographic District # 2,MANHATTAN BUSINESS ACADEMY,310200011392,Senior High,New York City,Public,332,0,0,0,0,0,2,0,1,0,1,1,0,0,0,5,0,1,1,9,0,3,0,0,0,0,0,3,0,1,0,0,0,6,2,2,10
2011-2012,MANHATTAN,New York City Geographic District # 2,MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,310200011575,Senior High,New York City,Public,791,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-2012,MANHATTAN,New York City Geographic District # 2,MANHATTAN INTERNATIONAL HIGH SCHOOL ,310200011459,Senior High,New York City,Public,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,MANHATTAN,New York City Geographic District # 2,MANHATTAN VILLAGE ACADEMY,310200011439,Senior High,New York City,Public,429,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,3
2011-2012,MANHATTAN,New York City Geographic District # 2,MILLENNIUM HIGH SCHOOL,310200010418,Senior High,New York City,Public,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2011-2012,MANHATTAN,New York City Geographic District # 2,MS 131 ,310200010131,Middle School,New York City,Public,556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0
2011-2012,MANHATTAN,New York City Geographic District # 2,MS 255 SALK SCHOOL OF SCIENCE,310200010255,Middle School,New York City,Public,386,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,6,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,9
2011-2012,MANHATTAN,New York City Geographic District # 2,MS 260 CLINTON SCHOOL WRITERS & ARTISTS,310200010260,Middle School,New York City,Public,256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2011-2012,MANHATTAN,New York City Geographic District # 2,MURRAY HILL ACADEMY,310200011432,Senior High,New York City,Public,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,20,0,0,1,6,0,0,0,0,0,0,1,0,2,0,58
2011-2012,MANHATTAN,New York City Geographic District # 2,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,310200011520,Senior High,New York City,Public,2065,0,0,0,0,0,1,0,1,0,1,0,0,0,1,7,1,2,2,77,1,35,0,0,0,3,0,4,0,1,0,0,4,10,11,1,62
2011-2012,MANHATTAN,New York City Geographic District # 2,NEW DESIGN HIGH SCHOOL,310200011543,Senior High,New York City,Public,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,3,0,0,0,1,0,1,0,0,0,0,2,1,0,0,2
2011-2012,MANHATTAN,New York City Geographic District # 2,NORMAN THOMAS HIGH SCHOOL,310200011620,Senior High,New York City,Public,1131,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,9,0,2,0,0,0,0,0,2,0,0,0,0,6,2,1,0,8
2011-2012,MANHATTAN,New York City Geographic District # 2,NYC ISCHOOL,310200011376,Senior High,New York City,Public,433,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,1,0,1,0,0,0,0,2,2,8,1,4
2011-2012,MANHATTAN,New York City Geographic District # 2,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,310200010412,Senior High,New York City,Public,579,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,5,0,0,0,1,1,2,7
2011-2012,MANHATTAN,New York City Geographic District # 2,NYC LAB MS FOR COLLABORATIVE STUDIES,310200010312,Middle School,New York City,Public,575,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2011-2012,MANHATTAN,New York City Geographic District # 2,NYC MUSEUM SCHOOL,310200010414,Senior High,New York City,Public,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,1,0,1,0,0,0,0,0,1,2
2011-2012,MANHATTAN,New York City Geographic District # 2,PACE HIGH SCHOOL,310200011298,Senior High,New York City,Public,414,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6
2011-2012,MANHATTAN,New York City Geographic District # 2,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,310200011408,Junior Senior School,New York City,Public,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-2012,MANHATTAN,New York City Geographic District # 2,PS 1 ALFRED E SMITH,310200010001,Elementary,New York City,Public,518,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,MANHATTAN,New York City Geographic District # 2,PS 11 WILLIAM T HARRIS,310200010011,Elementary,New York City,Public,700,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2011-2012,MANHATTAN,New York City Geographic District # 2,PS 111 ADOLPH S OCHS,310200010111,Elementary,New York City,Public,587,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,2,0,2,29,3,10,0,0,0,2,0,5,0,0,0,0,0,1,0,1,24
2011-2012,MANHATTAN,New York City Geographic District # 2,PS 116 MARY LINDLEY MURRAY,310200010116,Elementary,New York City,Public,789,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2011-2012,MANHATTAN,New York City Geographic District # 2,PS 124 YUNG WING,310200010124,Elementary,New York City,Public,920,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,13
2011-2012,MANHATTAN,New York City Geographic District # 2,PS 130 HERNANDO DE SOTO,310200010130,Elementary,New York City,Public,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-2012,MANHATTAN,New York City Geographic District # 2,PS 150,310200010150,Elementary,New York City,Public,186,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
2011-2012,MANHATTAN,New York City Geographic District # 2,PS 158 BAYLARD TAYLOR,310200010158,Elementary,New York City,Public,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2011-2012,MANHATTAN,New York City Geographic District # 2,PS 183 ROBERT L STEVENSON,310200010183,Elementary,New York City,Public,610,0,0,0,0,0,6,0,0,0,0,0,0,0,1,6,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-2012,MANHATTAN,New York City Geographic District # 2,PS 198 ISADOR E IDA STRAUS,310200010198,Elementary,New York City,Public,551,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,2,8,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2011-2012,MANHATTAN,New York City Geographic District # 2,PS 2 MEYER LONDON,310200010002,Elementary,New York City,Public,816,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-2012,MANHATTAN,New York City Geographic District # 2,PS 212 MIDTOWN WEST,310200010212,Elementary,New York City,Public,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-2012,MANHATTAN,New York City Geographic District # 2,PS 234 INDEPENDENCE SCHOOL,310200010234,Elementary,New York City,Public,827,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2011-2012,MANHATTAN,New York City Geographic District # 2,PS 290 MANHATTAN NEW SCHOOL,310200010290,Elementary,New York City,Public,635,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2011-2012,MANHATTAN,New York City Geographic District # 2,PS 3 CHARRETTE SCHOOL,310200010003,Elementary,New York City,Public,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-2012,MANHATTAN,New York City Geographic District # 2,PS 33 CHELSEA PREP,310200010033,Elementary,New York City,Public,459,0,0,0,0,0,5,0,0,0,0,0,0,0,1,3,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-2012,MANHATTAN,New York City Geographic District # 2,PS 40 AUGUSTUS SAINT-GAUDENS,310200010040,Elementary,New York City,Public,616,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,MANHATTAN,New York City Geographic District # 2,PS 41 GREENWICH VILLAGE,310200010041,Elementary,New York City,Public,782,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,MANHATTAN,New York City Geographic District # 2,PS 42 BENJAMIN ALTMAN,310200010042,Elementary,New York City,Public,807,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2011-2012,MANHATTAN,New York City Geographic District # 2,PS 51 ELIAS HOWE,310200010051,Elementary,New York City,Public,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2011-2012,MANHATTAN,New York City Geographic District # 2,PS 59 BEEKMAN HILL INTERNATIONAL,310200010059,Elementary,New York City,Public,520,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2011-2012,MANHATTAN,New York City Geographic District # 2,PS 6 LILLIE D BLAKE,310200010006,Elementary,New York City,Public,789,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-2012,MANHATTAN,New York City Geographic District # 2,PS 77 LOWER LAB SCHOOL,310200010077,Elementary,New York City,Public,351,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,2,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-2012,MANHATTAN,New York City Geographic District # 2,PS 89,310200010089,Elementary,New York City,Public,531,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-2012,MANHATTAN,New York City Geographic District # 2,PS/IS 217 ROOSEVELT ISLAND,310200010217,Elementary,New York City,Public,416,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,1,20,0,2,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2
2011-2012,MANHATTAN,New York City Geographic District # 2,QUEST TO LEARN,310200011422,Middle School,New York City,Public,232,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,10,0,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3
2011-2012,MANHATTAN,New York City Geographic District # 2,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,310200011531,Senior High,New York City,Public,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,6
2011-2012,MANHATTAN,New York City Geographic District # 2,RICHARD R GREEN HIGH SCHOOL OF TEACHING,310200011580,Senior High,New York City,Public,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,1,0,1,0,0,0,0,0,1,0,0,14
2011-2012,MANHATTAN,New York City Geographic District # 2,SATELLITE ACADEMY HIGH SCHOOL,310200011570,Senior High,New York City,Public,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,7
2011-2012,MANHATTAN,New York City Geographic District # 2,SCHOOL OF THE FUTURE HIGH SCHOOL,310200010413,Junior Senior School,New York City,Public,673,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2011-2012,MANHATTAN,New York City Geographic District # 2,SPRUCE STREET SCHOOL,310200010397,Elementary,New York City,Public,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,MANHATTAN,New York City Geographic District # 2,STUYVESANT HIGH SCHOOL,310200011475,Senior High,New York City,Public,3297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1
2011-2012,MANHATTAN,New York City Geographic District # 2,TALENT UNLIMITED HIGH SCHOOL,310200011519,Senior High,New York City,Public,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2
2011-2012,MANHATTAN,New York City Geographic District # 2,UNITY CENTER FOR URBAN TECHNOLOGIES,310200011500,Senior High,New York City,Public,237,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,3,2,0,0,1
2011-2012,MANHATTAN,New York City Geographic District # 2,URBAN ACADEMY LABORATORY HIGH SCHOOL,310200011565,Senior High,New York City,Public,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,MANHATTAN,New York City Geographic District # 2,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,310200011305,Senior High,New York City,Public,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0,0,2,0,2,0,0,0,0,0,1,0,0,17
2011-2012,NYC CENTRAL OFFICE,Nyc Special Schools - District 75,PS 993,307500014993,K-12 School,New York City,Public,399,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
2011-2012,MANHATTAN,New York City Geographic District # 2,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,310200011507,Senior High,New York City,Public,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
2011-2012,MANHATTAN,New York City Geographic District # 2,URBAN ASSEMBLY NEW YORK HARBOR SCHOOL,310200011551,Senior High,New York City,Public,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,5,5,1,2
2011-2012,MANHATTAN,New York City Geographic District # 2,URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,310200011316,Senior High,New York City,Public,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,7,0,6,0,0,0,1,0,2,0,0,0,0,0,0,0,1,5
2011-2012,MANHATTAN,New York City Geographic District # 2,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,310200011300,Senior High,New York City,Public,431,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2
2011-2012,MANHATTAN,New York City Geographic District # 2,VANGUARD HIGH SCHOOL,310200011449,Senior High,New York City,Public,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,0,0,0,0,0,1,0,0,0,0,0,1,2,0,2
2011-2012,MANHATTAN,New York City Geographic District # 2,WASHINGTON IRVING HIGH SCHOOL,310200011460,Senior High,New York City,Public,1039,0,0,0,1,0,4,0,0,0,2,2,0,0,0,6,0,2,0,10,0,6,0,0,0,3,0,0,0,2,0,0,2,13,10,1,1
2011-2012,MANHATTAN,New York City Geographic District # 2,YORKVILLE COMMUNITY SCHOOL,310200010151,Elementary,New York City,Public,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,MANHATTAN,New York City Geographic District # 3,ANDERSON SCHOOL (THE),310300010334,Elementary,New York City,Public,569,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,MANHATTAN,New York City Geographic District # 3,BEACON HIGH SCHOOL,310300011479,Senior High,New York City,Public,1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,MANHATTAN,New York City Geographic District # 3,COMMUNITY ACTION SCHOOL-MS 258,310300010258,Middle School,New York City,Public,247,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,1,13,0,12,0,0,0,1,0,2,0,0,0,0,0,0,0,0,20
2011-2012,MANHATTAN,New York City Geographic District # 3,EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL,310300011505,Senior High,New York City,Public,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
2011-2012,MANHATTAN,New York City Geographic District # 3,"FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC, ART AND PERFORMING ARTS",310300011485,Senior High,New York City,Public,2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,4,0,1,0,0,0,0,0,1,8,2,4
2011-2012,MANHATTAN,New York City Geographic District # 3,FRANK MCCOURT HIGH SCHOOL,310300011417,Senior High,New York City,Public,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2011-2012,MANHATTAN,New York City Geographic District # 3,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,310300011860,Junior Senior School,New York City,Public,406,0,0,0,0,0,2,0,0,0,2,2,0,0,0,2,1,0,0,15,2,7,0,0,1,0,0,1,0,0,0,0,0,3,0,0,8
2011-2012,MANHATTAN,New York City Geographic District # 3,GLOBAL LEARNING COLLABORATIVE (THE),310300011403,Senior High,New York City,Public,357,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,26,1,2,0,0,0,1,0,1,0,0,0,0,1,1,3,2,16
2011-2012,MANHATTAN,New York City Geographic District # 3,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",310300011299,Senior High,New York City,Public,414,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,14,0,7,0,0,0,4,0,1,0,0,0,0,4,6,3,0,35
2011-2012,MANHATTAN,New York City Geographic District # 3,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",310300011492,Senior High,New York City,Public,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,7,0,7,0,6
2011-2012,MANHATTAN,New York City Geographic District # 3,HIGH SCHOOL OF ARTS AND TECHNOLOGY,310300011494,Senior High,New York City,Public,599,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,1,21,1,2,0,0,0,1,0,1,0,1,0,0,7,0,2,1,18
2011-2012,MANHATTAN,New York City Geographic District # 3,INNOVATION DIPLOMA PLUS,310300011404,Senior High,New York City,Public,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,17
2011-2012,MANHATTAN,New York City Geographic District # 3,JHS 54 BOOKER T WASHINGTON,310300010054,Middle School,New York City,Public,833,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,1,5,1,39,3,22,0,0,0,2,0,8,0,0,0,0,0,1,0,0,45
2011-2012,MANHATTAN,New York City Geographic District # 3,MANHATTAN THEATRE LAB HIGH SCHOOL,310300011283,Senior High,New York City,Public,406,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,5,0,2,0,1
2011-2012,MANHATTAN,New York City Geographic District # 3,MANHATTAN/HUNTER SCIENCE HIGH SCHOOL,310300011541,Senior High,New York City,Public,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
