School Year,BEDS Code,School Name,District Name,School Type,Enrollment,Homicide With Weapon(s),Homicide Without Weapon(s),Forcible Sex Offenses With Weapon(s),Forcible Sex Offenses Without Weapon(s),Other Sex Offenses With Weapon(s),Other Sex Offenses Without Weapon(s),Robbery With Weapon(s),Robbery Without Weapon(s),Assault With Serious Physical Injury With Weapon(s),Assault With Serious Physical Injury Without Weapon(s),Arson With Weapon(s),Kidnapping With Weapon(s),Kidnapping Without Weapon(s),Assault with Physical Injury With Weapon(s),Assault with Physical Injury Without Weapon(s),Reckless Endangerment With Weapon(s),Reckless Endangerment Without Weapon(s),Minor Altercations With Weapon(s),Minor Altercations Without Weapon(s),"Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)",Burglary With Weapon(s),Burglary Without Weapon(s),Criminal Mischief With Weapon(s),Criminal Mischief Without Weapon(s),"Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)",Bomb Threat,False Alarm,Riot With Weapon(s),Riot Without Weapon(s),Weapon PossessionThrough Screening,Weapon Possession Under Other Circumstances,Drug Possession,Alcohol Possession,Other Disruptive
2008-09,331500011519,Cobble Hill School Of American Studies,New York City Geographic District #15,Public,773,0,0,0,0,0,0,0,2,1,0,4,0,0,0,7,0,1,0,23,3,5,0,0,0,0,0,1,0,2,0,0,7,5,3,0,1
2008-09,331500011520,Pacific High School,New York City Geographic District #15,Public,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10
2008-09,331500011529,West Brooklyn Community High School,New York City Geographic District #15,Public,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09,331500011530,Metropolitan Corporate Academy,New York City Geographic District #15,Public,384,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2008-09,331500011592,Khalil Gibran International Academy,New York City Geographic District #15,Public,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09,331500011656,Brooklyn High School Of The Arts,New York City Geographic District #15,Public,576,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,4,0,0,0,0,1,5,0,1,2
2008-09,331500011698,South Brooklyn Community High School,New York City Geographic District #15,Public,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2008-09,331600010005,Ps 5 Dr Ronald E Mcnair,New York City Geographic District #16,Public,425,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
2008-09,331600010021,Ps 21 Crispus Attucks,New York City Geographic District #16,Public,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09,331600010025,Ps 25 Eubie Blake,New York City Geographic District #16,Public,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008-09,331600010026,Ps 26 Jesse Owens,New York City Geographic District #16,Public,375,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,14,2,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,6
2008-09,331600010028,Ps 28 The Warren Prep Academy,New York City Geographic District #16,Public,251,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2008-09,331600010035,Ps 35 Stephen Decatur,New York City Geographic District #16,Public,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008-09,331600010040,Ps 40 George W Carver,New York City Geographic District #16,Public,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09,331600010057,Jhs 57 Whitelaw Reid,New York City Geographic District #16,Public,249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,3,0,4,0,0,0,2,0,1,0,0,0,0,1,1,1,1,0
2008-09,331600010081,Ps 81 Thaddeus Stevens,New York City Geographic District #16,Public,454,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2008-09,331600010243,Ps 243 Weeksville,New York City Geographic District #16,Public,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2008-09,331600010262,Ps 262 El Hajj Malik El Shabazz,New York City Geographic District #16,Public,373,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008-09,331600010267,Ms 267 Math Science & Technology,New York City Geographic District #16,Public,389,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,11,2,8,0,0,0,0,0,2,0,1,0,0,0,6,0,0,4
2008-09,331600010308,Ps 308 Clara Cardwell,New York City Geographic District #16,Public,776,0,0,0,0,0,1,0,0,0,2,1,0,0,0,2,0,3,1,4,2,4,0,0,0,1,0,1,0,0,0,0,0,6,0,0,4
2008-09,331600010309,Ps 309 George E Wibecan,New York City Geographic District #16,Public,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008-09,331600010335,Ps 335 Granville T Woods,New York City Geographic District #16,Public,408,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
2008-09,331600010385,School Of Business Finance & Entrepreneurship,New York City Geographic District #16,Public,279,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
2008-09,331600010393,Frederick Douglass Academy Iv Secondary School,New York City Geographic District #16,Public,504,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,3,0,42,1,8,0,0,0,4,0,0,0,1,0,0,0,0,1,1,129
2008-09,331600010534,Upper School At Ps 25,New York City Geographic District #16,Public,254,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2008-09,331600010584,Ms 584,New York City Geographic District #16,Public,303,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0
2008-09,331600010627,Brighter Choice Community School,New York City Geographic District #16,Public,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09,331600010628,Brooklyn Brownstone School,New York City Geographic District #16,Public,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09,331600010636,Young Scholars' Academy For Discovery And Exploration,New York City Geographic District #16,Public,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,1,3
2008-09,331600011455,Boys And Girls High School,New York City Geographic District #16,Public,"2,847",0,0,0,0,0,1,0,5,1,0,1,0,0,0,7,0,1,0,112,5,77,0,0,0,2,0,5,0,0,0,0,0,12,3,1,234
2008-09,331600011594,Gotham Professional Arts Academy,New York City Geographic District #16,Public,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2008-09,331700010002,Ms 2,New York City Geographic District #17,Public,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,0,8,0,0,1,5,0,0,0,2,0,0,1,3,1,0,16
2008-09,331700010006,Ps 6,New York City Geographic District #17,Public,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
2008-09,331700010012,Ps 12,New York City Geographic District #17,Public,263,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008-09,331700010022,Ps 22,New York City Geographic District #17,Public,536,0,0,0,0,0,3,0,0,0,0,1,0,0,0,15,0,1,6,14,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1
2008-09,331700010061,Ms 61 Gladstone H Atwell,New York City Geographic District #17,Public,"1,070",0,0,0,1,0,3,0,0,0,3,0,0,0,1,4,0,1,1,14,4,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1
2008-09,331700010091,Ps 91 Albany Avenue,New York City Geographic District #17,Public,761,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008-09,331700010092,Ps 92 Adrian Hegeman,New York City Geographic District #17,Public,632,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,1,1,92,1,13,0,0,0,7,0,5,0,0,0,0,0,1,0,0,66
2008-09,331700010138,Ps 138,New York City Geographic District #17,Public,908,0,0,0,0,0,2,0,0,0,1,0,0,0,1,11,0,2,0,14,1,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1
2008-09,331700010161,Ps 161 The Crown,New York City Geographic District #17,Public,921,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,11,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
2008-09,331700010167,Ps 167 The Parkway,New York City Geographic District #17,Public,507,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,1,0,2,12,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
2008-09,331700010181,Ps 181,New York City Geographic District #17,Public,"1,202",0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2008-09,331700010189,Ps 189 Lincoln Terrace,New York City Geographic District #17,Public,"1,133",0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,2,3,0,23,2,3,0,0,1,1,0,0,0,0,0,0,0,3,0,1,12
2008-09,331700010191,Ps 191 Paul Robeson,New York City Geographic District #17,Public,293,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09,331700010221,Ps 221 Tossaint L'Ouverture,New York City Geographic District #17,Public,638,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09,331700010241,Ps 241 Emma L Johnston,New York City Geographic District #17,Public,569,0,0,0,0,0,4,0,0,0,2,0,0,0,0,3,0,3,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09,331700010246,Ms 246 Walt Whitman,New York City Geographic District #17,Public,673,0,0,0,0,0,2,0,1,0,0,0,0,0,0,6,1,2,0,41,1,9,0,0,0,3,0,8,0,0,0,0,1,4,0,0,60
2008-09,331700010249,Ps 249 The Caton,New York City Geographic District #17,Public,729,0,0,0,0,0,4,0,0,0,0,1,0,0,2,5,0,1,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2008-09,331700010289,Ps 289 George V Brower,New York City Geographic District #17,Public,740,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2008-09,331700010316,Ps 316 Elijah Stroud,New York City Geographic District #17,Public,303,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3
2008-09,331700010334,Middle School For Academic And Social Excellence,New York City Geographic District #17,Public,243,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2008-09,331700010340,Is 340,New York City Geographic District #17,Public,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4
2008-09,331700010352,Ebbetts Field Middle School,New York City Geographic District #17,Public,448,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0,6,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
2008-09,331700010353,Elijah Stroud Middle School,New York City Geographic District #17,Public,174,0,0,0,0,0,2,0,0,0,0,0,0,0,1,6,1,0,0,44,0,15,0,0,0,2,0,2,0,0,0,0,0,3,1,0,12
2008-09,331700010354,School Of Integrated Learning,New York City Geographic District #17,Public,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2008-09,331700010375,Ps 375 Jackie Robinson,New York City Geographic District #17,Public,563,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008-09,331700010394,Ms K394,New York City Geographic District #17,Public,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0
2008-09,331700010397,Ps 397 Foster-Laurie,New York City Geographic District #17,Public,427,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,12,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2008-09,331700010398,Ps 398 Walter Weaver,New York City Geographic District #17,Public,385,0,0,0,0,0,3,0,0,0,1,1,0,0,2,20,0,1,2,4,3,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0
2008-09,331700010399,Ps 399 Stanley Eugene Clarke,New York City Geographic District #17,Public,477,0,0,0,0,0,4,0,0,0,1,0,0,0,0,5,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
2008-09,331700010587,Middle School For The Arts,New York City Geographic District #17,Public,357,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,2,0,30,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,1,25
2008-09,331700011382,Acad For College Prep & Career Exploration: A College Board Sch,New York City Geographic District #17,Public,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
2008-09,331700011408,Academy Of Hospitality And Tourism,New York City Geographic District #17,Public,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16,1,12,0,0,0,3,0,0,0,2,0,0,2,1,2,1,48
2008-09,331700011489,W E B Dubois Academic High School,New York City Geographic District #17,Public,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,11,0,0,1,4,0,0,0,0,0,0,2,0,0,2,30
2008-09,331700011524,International High School At Prospect Heights,New York City Geographic District #17,Public,425,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,1,15,0,8,0,0,0,1,0,4,0,0,0,0,3,3,0,0,14
2008-09,331700011528,High School For Global Citizenship,New York City Geographic District #17,Public,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0,0,0,0,0,0,0,0,0,2,0,7,0,11
2008-09,331700011531,School For Human Rights (The),New York City Geographic District #17,Public,397,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2008-09,331700011533,School For Democracy And Leadership,New York City Geographic District #17,Public,443,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,0,43,1,11,0,0,0,5,0,3,0,0,0,0,5,2,3,2,57
2008-09,331700011537,High School For Youth And Community Development,New York City Geographic District #17,Public,423,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,1,0,14,0,11,0,0,0,2,0,1,0,0,0,0,1,2,1,2,45
2008-09,331700011539,High School For Service And Learning,New York City Geographic District #17,Public,421,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,6,0,3,0,0,0,0,0,1,0,0,0,0,6,0,1,0,14
2008-09,331700011543,"Science, Tech & Research High School",New York City Geographic District #17,Public,499,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,8,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7
2008-09,331700011544,International Arts Business School,New York City Geographic District #17,Public,457,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,1,0,21,0,8,0,0,0,1,0,2,0,0,0,0,0,0,1,0,20
2008-09,331700011546,Hs For Public Service-Heroes Of Tomorrow,New York City Geographic District #17,Public,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,17
2008-09,331700011547,Brooklyn Academy Of Science And The Environment,New York City Geographic District #17,Public,460,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,17,0,2,0,0,0,0,0,0,0,1,0,0,5,0,0,0,3
2008-09,331700011548,Brooklyn School For Music & Theater,New York City Geographic District #17,Public,401,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,6,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,14
2008-09,331700011568,Brownsville Academy High School,New York City Geographic District #17,Public,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2
2008-09,331700011590,Medgar Evers College Preperatory School,New York City Geographic District #17,Public,881,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,1,0,0,0,3,0,0,37
2008-09,331700011600,Clara Barton High School,New York City Geographic District #17,Public,"2,110",0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,4,2,65,0,14,0,0,1,6,0,5,2,2,0,0,4,4,1,3,70
2008-09,331700011625,Paul Robeson High School,New York City Geographic District #17,Public,"1,177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,27,1,18,0,0,0,4,0,0,0,0,0,0,24,1,3,0,100
2008-09,331800010066,Ps 66,New York City Geographic District #18,Public,716,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,3,0,37,1,1,0,0,0,2,0,2,0,1,0,0,0,1,0,0,4
2008-09,331800010068,Is 68 Isaac Bildersee,New York City Geographic District #18,Public,"1,073",0,0,0,0,0,3,0,0,0,2,0,0,0,0,7,0,2,1,77,0,8,0,0,0,2,0,3,1,0,0,0,0,6,0,0,48
2008-09,331800010114,Ps 114 Ryder Elementary,New York City Geographic District #18,Public,889,0,0,0,0,0,2,0,0,0,1,0,0,0,2,8,1,6,1,58,0,7,0,0,0,4,0,1,0,0,0,0,0,2,0,0,26
2008-09,331800010115,Ps 115 Daniel Mucatel,New York City Geographic District #18,Public,"1,244",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09,331800010135,Ps 135 Sheldon A Brookner,New York City Geographic District #18,Public,751,0,0,0,0,0,4,0,0,0,1,0,0,0,0,10,0,1,0,50,0,3,0,0,0,1,0,2,0,0,0,0,0,3,0,0,5
2008-09,331800010208,Ps 208 Elsa Ebeling,New York City Geographic District #18,Public,647,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1
2008-09,331800010211,Is 211 John Wilson,New York City Geographic District #18,Public,761,0,0,0,0,0,1,1,1,0,1,0,0,0,0,4,0,1,0,37,0,6,0,0,0,3,0,3,0,0,0,0,0,1,1,1,25
2008-09,331800010219,Ps 219 Kennedy-King,New York City Geographic District #18,Public,827,0,0,0,0,0,2,0,0,0,0,0,0,0,2,5,0,2,1,24,1,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,6
2008-09,331800010233,Ps 233 Langston Hughes,New York City Geographic District #18,Public,722,0,0,0,0,0,6,0,0,0,0,0,0,0,1,7,1,5,0,24,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2008-09,331800010235,Ps 235 Lenox,New York City Geographic District #18,Public,"1,377",0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,26,3,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,8
2008-09,331800010244,Ps 244 Richard R Green,New York City Geographic District #18,Public,893,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,1,1,0,42,1,6,0,0,0,2,0,0,0,0,0,0,0,3,0,0,17
2008-09,331800010268,Ps 268 Emma Lazarus,New York City Geographic District #18,Public,544,0,0,0,0,0,6,0,0,0,0,0,0,0,1,7,0,1,1,9,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7
2008-09,331800010272,Ps 272 Curtis Estabrook,New York City Geographic District #18,Public,659,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,1,0,1,19,1,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,5
2008-09,331800010276,Ps 276 Louis Marshall,New York City Geographic District #18,Public,864,0,0,0,0,0,1,0,2,0,0,0,0,0,4,6,0,2,0,24,4,3,0,0,0,5,0,3,0,0,0,0,0,0,0,0,15
2008-09,331800010279,Ps 279 Herman Schreiber,New York City Geographic District #18,Public,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
2008-09,331800010285,Is 285 Meyer Levin,New York City Geographic District #18,Public,"1,057",0,0,0,0,0,4,0,0,0,0,2,0,0,1,10,0,0,0,19,1,8,0,0,0,1,0,3,0,0,0,0,0,12,3,1,20
2008-09,331800010581,East Flatbush Community Research School,New York City Geographic District #18,Public,143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,2
2008-09,331800010588,Middle School For Art And Philosphy,New York City Geographic District #18,Public,174,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09,331800010598,Middle School Of Marketing And Legal Studies,New York City Geographic District #18,Public,179,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2008-09,331800011415,Samuel J Tilden High School,New York City Geographic District #18,Public,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,16,0,2,0,0,0,1,0,0,0,0,0,0,3,1,1,0,18
2008-09,331800011500,Canarsie High School,New York City Geographic District #18,Public,"1,664",0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,2,2,39,1,3,0,0,0,2,0,0,7,0,0,0,13,3,5,0,121
2008-09,331800011515,South Shore High School,New York City Geographic District #18,Public,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,2,0,0,0,0,0,1,0,0,0,0,6,1,1,0,19
2008-09,331800011563,It Takes A Village Academy,New York City Geographic District #18,Public,191,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10,0,4,0,0,0,2,0,2,0,0,0,0,2,1,0,0,1
2008-09,331800011566,Brooklyn Generation School,New York City Geographic District #18,Public,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,8,0,0,0,0,0,2,0,0,0,0,1,0,0,0,10
2008-09,331800011567,Brooklyn Theatre Arts High School,New York City Geographic District #18,Public,175,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,17,0,7,0,0,0,0,0,0,1,1,0,0,0,1,0,0,27
2008-09,331800011569,Kurt Hahn Expeditionary Learning School,New York City Geographic District #18,Public,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2008-09,331800011576,Victory Collegiate High School,New York City Geographic District #18,Public,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,4,0,0,0,0,0,3,0,1,0,0,1,0,1,0,3
2008-09,331800011578,Brooklyn Bridge Academy,New York City Geographic District #18,Public,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2008-09,331800011589,Arts And Media Preparatory Academy,New York City Geographic District #18,Public,142,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,1,13,0,0,0,3,0,0,0,1,0,0,0,5,2,0,9
2008-09,331800011617,High School For Innovation In Advertising And Media,New York City Geographic District #18,Public,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7
2008-09,331800011629,Cultural Academy For The Arts And Sciences,New York City Geographic District #18,Public,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2008-09,331800011633,High School For Medical Professions,New York City Geographic District #18,Public,113,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8
2008-09,331800011635,Olympus Academy,New York City Geographic District #18,Public,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,3,0,1,9
2008-09,331800011637,Academy For Conservation And The Environment,New York City Geographic District #18,Public,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,10,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
2008-09,331800011642,Urban Action Academy,New York City Geographic District #18,Public,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,7,0,0,0,2,0,1,0,0,0,0,1,0,0,0,4
2008-09,331900010007,Ps 7 Abraham Lincoln,New York City Geographic District #19,Public,925,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2008-09,331900010013,Ps 13 Roberto Clemente,New York City Geographic District #19,Public,582,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,2,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,1
2008-09,331900010065,Ps 65 The Little Red School House,New York City Geographic District #19,Public,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
2008-09,331900010072,Ps/Is 72 Annette P Goldman,New York City Geographic District #19,Public,787,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,3,1,1,35,3,11,0,0,0,3,0,1,0,6,0,0,0,2,0,0,21
2008-09,331900010089,Ps 89 Cypress Hills,New York City Geographic District #19,Public,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008-09,331900010108,Ps 108 Sal Abbracciamento,New York City Geographic District #19,Public,964,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,1,17,0,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,15
