School Year,BEDS Code,School Name,District Name,School Type,Enrollment,Homicide With Weapon(s),Homicide Without Weapon(s),Forcible Sex Offenses With Weapon(s),Forcible Sex Offenses Without Weapon(s),Other Sex Offenses With Weapon(s),Other Sex Offenses Without Weapon(s),Robbery With Weapon(s),Robbery Without Weapon(s),Assault With Serious Physical Injury With Weapon(s),Assault With Serious Physical Injury Without Weapon(s),Arson With Weapon(s),Kidnapping With Weapon(s),Kidnapping Without Weapon(s),Assault with Physical Injury With Weapon(s),Assault with Physical Injury Without Weapon(s),Reckless Endangerment With Weapon(s),Reckless Endangerment Without Weapon(s),Minor Altercations With Weapon(s),Minor Altercations Without Weapon(s),"Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)",Burglary With Weapon(s),Burglary Without Weapon(s),Criminal Mischief With Weapon(s),Criminal Mischief Without Weapon(s),"Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)",Bomb Threat,False Alarm,Riot With Weapon(s),Riot Without Weapon(s),Weapon PossessionThrough Screening,Weapon Possession Under Other Circumstances,Drug Possession,Alcohol Possession,Other Disruptive
2008-09,310500011692,High School Math Science And Engineering At Ccny,New York City Geographic District # 5,Public,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2008-09,310600010004,Ps 4 Duke Ellington,New York City Geographic District # 6,Public,695,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,1,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
2008-09,310600010005,Ps 5 Ellen Lurie,New York City Geographic District # 6,Public,802,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,2,40,2,15,0,0,0,1,0,1,0,0,0,0,0,3,0,0,16
2008-09,310600010008,Ps 8 Luis Belliard,New York City Geographic District # 6,Public,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2008-09,310600010018,Ps 18 Park Terrace,New York City Geographic District # 6,Public,392,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2,2,6,0,1,0,0,0,5,0,2,0,0,0,0,0,1,0,0,4
2008-09,310600010028,Ps 28 Wright Brothers,New York City Geographic District # 6,Public,916,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5
2008-09,310600010048,Ps 48 Po Michael J Buczek,New York City Geographic District # 6,Public,538,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008-09,310600010052,Jhs 52 Inwood,New York City Geographic District # 6,Public,919,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,12,0,2,0,0,0,0,0,1,0,1,0,0,0,1,1,0,3
2008-09,310600010098,Ps 98 Shorac Kappock,New York City Geographic District # 6,Public,613,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,3,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7
2008-09,310600010115,Ps 115 Alexander Humboldt,New York City Geographic District # 6,Public,778,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,2,1,1,21,1,4,0,0,0,5,0,1,0,2,0,0,0,0,0,0,11
2008-09,310600010128,Ps 128 Audubon,New York City Geographic District # 6,Public,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2008-09,310600010132,Ps 132 Juan Pablo Duarte,New York City Geographic District # 6,Public,852,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,3,0,9,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
2008-09,310600010143,Jhs 143 Eleanor Roosevelt,New York City Geographic District # 6,Public,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,0,0,1,0,3,0,0,0,0,0,1,0,0,1
2008-09,310600010152,Ps 152 Dyckman Valley,New York City Geographic District # 6,Public,864,0,0,0,0,0,4,0,0,0,0,1,0,0,1,7,1,0,5,8,0,3,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3
2008-09,310600010153,Ps 153 Adam Clayton Powell,New York City Geographic District # 6,Public,"1,001",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09,310600010173,Ps 173,New York City Geographic District # 6,Public,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2008-09,310600010178,Professor Juan Bosch Public School,New York City Geographic District # 6,Public,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09,310600010187,Ps 187 Hudson Cliffs,New York City Geographic District # 6,Public,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09,310600010189,Ps 189,New York City Geographic District # 6,Public,"1,057",0,0,0,0,0,3,0,0,0,1,0,0,0,0,5,2,3,0,41,1,5,0,0,0,4,0,0,0,0,0,0,0,4,0,0,8
2008-09,310600010192,Ps 192 Jacob H Schiff,New York City Geographic District # 6,Public,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,32,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5
2008-09,310600010210,Ps/Is 210 21st Century Academy,New York City Geographic District # 6,Public,419,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09,310600010218,Is 218 Salome Urena,New York City Geographic District # 6,Public,442,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0
2008-09,310600010223,The Mott Hall School,New York City Geographic District # 6,Public,420,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008-09,310600010311,Amistad Dual Language School,New York City Geographic District # 6,Public,416,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2008-09,310600010314,Muscota,New York City Geographic District # 6,Public,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2008-09,310600010319,Ms 319 Marie Teresa,New York City Geographic District # 6,Public,484,0,0,0,0,0,3,0,2,0,1,0,0,0,0,2,0,0,1,25,2,7,0,0,0,3,0,1,0,0,0,0,0,1,0,1,4
2008-09,310600010321,Ms 321 Minerva,New York City Geographic District # 6,Public,303,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,12,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,1,5
2008-09,310600010322,Middle School 322,New York City Geographic District # 6,Public,468,0,0,0,0,0,6,0,0,0,0,0,0,0,3,9,0,4,2,25,0,4,0,0,0,5,0,0,0,0,0,0,0,2,0,1,11
2008-09,310600010324,Ms 324 Patria,New York City Geographic District # 6,Public,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09,310600010325,Ps 325,New York City Geographic District # 6,Public,480,0,0,0,0,0,2,0,0,0,2,0,0,0,0,4,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2008-09,310600010326,Ms 326 Writers Today & Leaders Tomorrow,New York City Geographic District # 6,Public,381,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,10,0,3,0,0,0,0,0,2,0,0,0,0,0,1,2,0,1
2008-09,310600010328,Ms 328 Manhattan Middle School For Scientific Inquiry,New York City Geographic District # 6,Public,472,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,12,1,2,0,0,0,2,0,0,0,0,0,0,0,5,0,0,4
2008-09,310600010349,Harbor Heights Middle School,New York City Geographic District # 6,Public,158,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2008-09,310600010366,Washington Heights Academy,New York City Geographic District # 6,Public,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2008-09,310600010368,Hamilton Heights School,New York City Geographic District # 6,Public,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09,310600010528,Is 528 Bea Fuller Rogers,New York City Geographic District # 6,Public,269,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,4,0,5,0,0,0,2,0,2,0,1,0,0,0,0,0,0,3
2008-09,310600011293,City College Academy Of The Arts,New York City Geographic District # 6,Public,327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2008-09,310600011346,Community Health Academy Of The Heights,New York City Geographic District # 6,Public,343,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,4,0,2,0,0,0,0,0,0,0
2008-09,310600011348,Washington Heights Expeditionary Learning School,New York City Geographic District # 6,Public,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3
2008-09,310600011462,High School For International-Business & Finance,New York City Geographic District # 6,Public,678,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,21,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,1,23
2008-09,310600011463,High School For Media & Communications,New York City Geographic District # 6,Public,639,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,24,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,2,14
2008-09,310600011467,High School For Law & Public Service,New York City Geographic District # 6,Public,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,10,0,0,0,2,0,3,0,0,0,0,0,0,1,0,50
2008-09,310600011468,High School For Health Careers & Sciences,New York City Geographic District # 6,Public,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,1,0,1,0,0,0,0,2,0,0,0,30
2008-09,310600011540,A Philip Randolph Campus High School,New York City Geographic District # 6,Public,"1,371",0,0,0,0,0,4,0,1,0,0,0,0,0,0,2,1,1,2,38,0,20,0,0,0,5,0,3,0,6,0,0,4,6,2,2,28
2008-09,310600011552,Gregorio Luperon High Sch Of Math & Science,New York City Geographic District # 6,Public,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008-09,320700010001,Ps 1 Courtlandt,New York City Geographic District # 7,Public,642,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,6,2,17,3,0,0,0,0,1,0,2,0,2,0,0,0,1,0,0,13
2008-09,320700010005,Ps 5 Port Morris,New York City Geographic District # 7,Public,585,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,19,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2008-09,320700010018,Ps 18 John Peter Zenger,New York City Geographic District # 7,Public,475,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
2008-09,320700010025,Ps 25 Bilingual,New York City Geographic District # 7,Public,362,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09,320700010029,Ps/Ms 29 Melrose,New York City Geographic District # 7,Public,749,0,0,0,0,0,4,0,0,0,1,0,0,0,0,6,0,0,2,49,1,16,0,0,0,10,0,2,1,0,0,0,0,5,0,0,21
2008-09,320700010030,Ps 30 Wilton,New York City Geographic District # 7,Public,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,48,0,4,0,0,0,5,0,1,0,0,0,0,0,2,0,0,12
2008-09,320700010031,Ps/Ms 31 William Lloyd Garrison,New York City Geographic District # 7,Public,775,0,0,0,0,0,3,0,0,0,1,0,0,0,1,9,0,1,0,58,1,8,0,0,0,5,0,2,0,2,0,0,0,5,0,1,31
2008-09,320700010043,Ps 43 Jonas Bronck,New York City Geographic District # 7,Public,501,0,0,0,0,0,7,0,0,0,1,0,0,0,0,6,0,0,0,51,2,7,0,0,0,1,0,0,0,0,0,0,0,2,0,1,10
2008-09,320700010049,Ps 49 Willis Avenue,New York City Geographic District # 7,Public,637,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008-09,320700010065,Ps 65 Mother Hale Academy,New York City Geographic District # 7,Public,420,0,0,0,0,0,3,0,1,0,0,0,0,0,1,4,0,0,0,17,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2
2008-09,320700010151,Jhs 151 Lou Gehrig,New York City Geographic District # 7,Public,258,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,11,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,2,13
2008-09,320700010154,Ps 154 Jonathan D Hyatt,New York City Geographic District # 7,Public,526,0,0,0,0,0,6,0,1,0,0,0,0,0,0,3,1,3,1,15,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
2008-09,320700010157,Ps 157 Grove Hill,New York City Geographic District # 7,Public,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09,320700010161,Ps 161 Ponce De Leon,New York City Geographic District # 7,Public,550,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10,1,4,0,13,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,2
2008-09,320700010162,Jhs 162 Lola Rodriguez De Tio,New York City Geographic District # 7,Public,897,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,1,3,0,35,2,15,0,0,0,2,0,2,0,4,0,0,0,3,0,1,8
2008-09,320700010179,Ps 179,New York City Geographic District # 7,Public,412,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09,320700010203,Ms 203,New York City Geographic District # 7,Public,359,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,9,0,1,0,0,0,3,0,0,0,0,0,0,0,4,1,0,1
2008-09,320700010223,Ms 223 Laboratory School Of Finance,New York City Geographic District # 7,Public,450,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,17,0,11,0,0,0,6,0,4,0,0,0,0,0,1,0,1,38
2008-09,320700010224,Ps/Is 224,New York City Geographic District # 7,Public,356,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,3,0,11,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3
2008-09,320700010277,Ps 277,New York City Geographic District # 7,Public,544,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09,320700010296,South Bronx Academy For Applied Media,New York City Geographic District # 7,Public,251,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,23,0,2,0,0,0,4,0,4,0,0,0,0,0,1,0,1,34
2008-09,320700010298,Academy Of Public Relations,New York City Geographic District # 7,Public,277,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,1,3,36,4,7,0,0,0,1,0,0,0,0,0,0,0,4,1,0,49
2008-09,320700010343,Academy Of Applied Mathematics And Technology,New York City Geographic District # 7,Public,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,22,0,8,0,0,0,1,0,3,0,0,0,0,0,3,0,1,45
2008-09,320700010369,Young Leaders Elementary School,New York City Geographic District # 7,Public,292,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
2008-09,320700010385,Performance School,New York City Geographic District # 7,Public,592,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,3,1,41,2,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,12
2008-09,320700011221,South Bronx Preparatory - A College Board School,New York City Geographic District # 7,Public,590,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,29,1,11,0,0,0,2,0,1,0,1,0,0,0,0,0,0,25
2008-09,320700011321,Crotona Academy High School,New York City Geographic District # 7,Public,146,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09,320700011379,Jill Chaifetz Transfer High School,New York City Geographic District # 7,Public,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
2008-09,320700011427,Community School For Social Justice,New York City Geographic District # 7,Public,349,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,26,2,9,0,0,0,2,0,2,0,4,0,0,7,3,0,1,16
2008-09,320700011473,Mott Haven Village Prep High School,New York City Geographic District # 7,Public,330,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,5,1,2,0,0,0,0,0,2,0,0,0,0,0,3,5,0,2
2008-09,320700011500,Hostos-Lincoln Academy Of Science,New York City Geographic District # 7,Public,517,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,14,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2
2008-09,320700011520,Foreign Language Academy Of Global Studies,New York City Geographic District # 7,Public,491,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,14,0,3,0,0,0,0,0,2,0,0,0,0,4,0,1,0,1
2008-09,320700011547,New Explorers High School,New York City Geographic District # 7,Public,321,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,38,0,9,0,0,0,4,0,6,0,0,0,0,0,2,1,1,116
2008-09,320700011548,Urban Assembly School For Careers In Sports,New York City Geographic District # 7,Public,324,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,18,0,3,0,0,0,1,0,4,0,1,0,0,0,2,0,0,19
2008-09,320700011551,Bronx Academy Of Letters,New York City Geographic District # 7,Public,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09,320700011600,Alfred E Smith Career And Technical High School,New York City Geographic District # 7,Public,"1,180",0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,3,0,42,1,11,0,0,0,6,0,2,0,1,0,0,28,0,4,0,27
2008-09,320700011655,Samuel Gompers Career And Technical Education High School,New York City Geographic District # 7,Public,"1,302",0,0,0,0,0,1,0,0,0,0,4,0,0,0,4,1,5,1,68,0,28,0,0,0,12,0,1,0,3,0,0,10,2,4,0,84
2008-09,320700011670,Health Opportunities High School,New York City Geographic District # 7,Public,641,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,1,1,0,33,1,24,0,0,0,6,0,1,0,14,0,0,5,4,3,1,81
2008-09,320800010014,Ps 14 Senator John Calandra,New York City Geographic District # 8,Public,560,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2008-09,320800010036,Ps 36 Unionport,New York City Geographic District # 8,Public,666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2008-09,320800010048,Ps 48 Joseph R Drake,New York City Geographic District # 8,Public,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09,320800010062,Ps 62 Inocensio Casanova,New York City Geographic District # 8,Public,676,0,0,0,0,0,3,0,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2008-09,320800010069,Ps 69 New Visions,New York City Geographic District # 8,Public,590,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09,320800010071,Ps 71 Rose E Scala,New York City Geographic District # 8,Public,"1,637",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0
2008-09,320800010072,Ps 72 Dr William Dorney,New York City Geographic District # 8,Public,920,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,2,0,1,25,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4
2008-09,320800010075,Ps 75,New York City Geographic District # 8,Public,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2008-09,320800010093,Ps 93 Albert G Oliver,New York City Geographic District # 8,Public,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008-09,320800010100,Ps 100 Isaac Clason,New York City Geographic District # 8,Public,722,0,0,0,0,0,5,0,0,0,1,0,0,0,1,2,0,3,1,29,1,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,11
2008-09,320800010101,Ms 101 Edward R Byrne,New York City Geographic District # 8,Public,485,0,0,0,0,0,6,0,0,0,0,0,0,0,1,4,0,1,1,30,1,6,0,0,0,1,0,2,0,1,0,0,0,0,0,1,12
2008-09,320800010107,Ps 107,New York City Geographic District # 8,Public,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008-09,320800010119,Ps 119,New York City Geographic District # 8,Public,884,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
2008-09,320800010123,Jhs 123 James M Kiernan,New York City Geographic District # 8,Public,540,0,0,0,0,0,3,0,0,0,0,0,0,0,1,14,0,5,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
2008-09,320800010125,Jhs 125 Henry Hudson,New York City Geographic District # 8,Public,723,0,0,0,0,0,3,0,1,0,0,1,0,0,2,11,0,1,0,82,1,28,0,0,0,12,0,1,0,1,0,0,0,5,1,1,85
2008-09,320800010130,Ps 130 Abram Stevens Hewitt,New York City Geographic District # 8,Public,569,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,2,2,22,2,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
2008-09,320800010131,Jhs 131 Albert Einstein,New York City Geographic District # 8,Public,907,0,0,0,0,0,8,0,0,0,0,0,0,0,1,3,0,3,0,41,0,15,0,0,0,6,0,1,0,2,0,0,0,4,1,2,30
2008-09,320800010138,Ps 138 Samuel Randall,New York City Geographic District # 8,Public,941,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,2,49,1,3,0,0,0,2,0,1,0,0,0,0,0,5,0,0,5
2008-09,320800010140,Ps 140 Eagle,New York City Geographic District # 8,Public,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008-09,320800010146,Ps 146 Edward Collins,New York City Geographic District # 8,Public,462,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2008-09,320800010152,Ps 152 Evergreen,New York City Geographic District # 8,Public,939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09,320800010182,Ps 182,New York City Geographic District # 8,Public,963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008-09,320800010301,Ms 301 Paul L Dunbar,New York City Geographic District # 8,Public,373,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
2008-09,320800010302,Ms 302 Luisa Dessus Cruz,New York City Geographic District # 8,Public,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2008-09,320800010304,Ps 304 Early Childhood School,New York City Geographic District # 8,Public,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09,320800010312,Millenium Art Academy,New York City Geographic District # 8,Public,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,2,0,0,0,1,0,0,0,0,0,0,4,0,0,0,10
2008-09,320800010333,New School #1 At Ps 60,New York City Geographic District # 8,Public,440,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09,320800010335,New School #2 At Ps 60,New York City Geographic District # 8,Public,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,1,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,9
2008-09,320800010337,School For Inquiry And Social Justice,New York City Geographic District # 8,Public,286,0,0,0,0,0,4,0,1,0,0,0,0,0,0,2,0,0,0,28,1,8,0,0,0,3,0,0,0,0,0,0,0,2,1,1,21
2008-09,320800010366,Urban Assembly For Civic Engagement,New York City Geographic District # 8,Public,248,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,2,1,1,30,0,14,0,0,0,2,0,0,0,0,0,0,0,1,2,1,18
2008-09,320800010371,Urban Institute Of Mathematics,New York City Geographic District # 8,Public,294,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,27,0,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,4
2008-09,320800010375,Bronx Mathematics Preparatory School,New York City Geographic District # 8,Public,328,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2008-09,320800010424,The Hunts Point School,New York City Geographic District # 8,Public,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,31,4,12,0,0,0,5,0,0,0,0,0,0,2,0,0,0,18
2008-09,320800011282,Women'S Academy Of Excellence,New York City Geographic District # 8,Public,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3
2008-09,320800011293,Renaissance High School For Musical Theater And Technology,New York City Geographic District # 8,Public,442,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,3,2,1,0,8
